filename,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
synth_r2.png,1,1,1,1,1,1,2,2,1,1
synth_r2_3.png,3,2,2,1,1,1,2,1,1,1
synth_r2_6.png,1,2,2,2,1,2,2,2,3,1
synth_r2_9.png,2,2,2,3,2,2,2,3,2,2
synth_r3_2.png,2,4,2,3,2,2,3,3,3,3
synth_r3_5.png,2,4,2,3,5,4,4,3,3,3
synth_r3_8.png,4,4,4,4,4,4,4,5,3,4
synth_r4_1.png,4,4,2,5,5,5,4,5,4,4
synth_r4_4.png,4,5,4,4,5,5,5,5,4,5
synth_r4_7.png,5,5,5,5,5,5,2,5,5,5
synth_r5.png,5,5,5,5,5,5,5,5,5,5
