thisRow.t,notes,piloting,intro_2.started,intro.started,key_resp.started,intro_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.01205941615626216,0.0215594582259655,0.0215594582259655,2.2240749578922987,space,2.184306582901627,None,pilot,001,2026-09-03_11h17.27.020,cog_mod_1_exercise,,2026.1.2,120.30533485590907,2026-09-03 11h17.27.068441 +0200,
