thisRow.t,notes,piloting,trial.started,intro.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.07248979201540351,0.08943341672420502,0.08943341672420502,4.169616207946092,space,4.068847957998514,None,pilot,001,2026-09-03_11h11.11.690,cog_mod_1_exercise,,2026.1.2,118.92939777166755,2026-09-03 11h11.11.800274 +0200,
